word count,POS_Standardized,hebrew,transliteration,meaning,gematria ,prime factorization,,,,Is_Prime,Prime_Factor_Count,Contains_Factor_2,Contains_Factor_3,Numerical_Range,Semantic_Category
930,noun,תוצאות,totsa'ot,results / outcomes / consequences,752,2⁴ × 47,2⁴,47,,,,,,,
871,adjective,טובה,tova,good (f.s.) / favor,17,17,17,,,,,,,,
916,noun,תרופות,trufot,medications / drugs,692,2² × 173,2²,173,,,,,,,
1462,noun,צעד,tsa'ad,step,104,2³ × 13,2³,13,,,,,,,
1488,adjective,צעיר,tsa'ir,young (m.s.),300,2² × 3 × 5²,2²,3,5²,,,,,,
944,noun,צפון,tsafon,north,236,2² × 59,2²,59,,,,,,,
903,adjective,צעירים,tse'irim,young (m.pl.),400,2⁴ × 5²,2⁴,5²,,,,,,,
1294,noun,צמח,tsemach,plant,90+40+8+20 = 158,2 * 79,2,79,,,,,,,
1331,noun,צמח,tsemach,plant,90+40+8+20 = 158,2 × 79,2,79,,,,,,,
1365,noun,צמחים,tsemakhim,plants,90+40+8+40+10+40+10 = 238,2 × 7 × 17,2,7,17,,,,,,
906,noun,צוות,tsevet,team / staff,106,2 × 53,2,53,,,,,,,
896,noun,ציון,tsiyun,note / mark / pointing out / grade / Zion,156,2² × 3 × 13,2²,3,13,,,,,,
1537,noun,צמחים,tsmakhim,plants,148,2² × 37,2²,37,,,,,,,
705,noun,צורך,tsorekh,need / necessity,350,2 × 5² × 7,2,5²,7,,,,,,
1486,noun,צריכה,tsrikha,need (f.s.) / consumption (of goods),555,3 × 5 × 37,3,5,37,,,,,,
1439,noun,צורה,tsura,shape / form / manner,291,3 × 97,3,97,,,,,,,
775,noun,צורת,tsurat,shape of / form of,696,2³ × 3 × 29,2³,3,29,,,,,,
949,noun,צורות,tsurot,shapes / forms,696,2³ × 3 × 29,2³,3,29,,,,,,
1010,adjective,צבאי,tsva'i,military (m.s.),131,131,131,,,,,,,,
1524,noun,תות,tut,strawberry,400+6+400 = 806,2 × 13 × 31,2,13,31,,,,,,
973,noun,תבוסת,tvusa,defeat,778,2 × 389,2,389,,,,,,,
1257,noun,ציפור,tzipor,bird,90+10+80+6+200 = 386,2 * 193,2,193,,,,,,,
922,adverb,ולעתים,ul'itim,and sometimes,496,2⁴ × 31,2⁴,31,,,,,,,
1343,noun,ומתן,umatan,and giving / negotiation,500,2² × 5³,2², 5³,,,,,,,
819,preposition,ובהם,uvahem,and in them (m.),63,3² × 7,3²,7,,,,,,,
1223,noun,עובדה,uvda,fact,70+6+4+5 = 85,5 * 17,5,17,,,,,,,
1149,adverb,ובמיוחד,uvimyukhad,and especially,68,2² × 17,2²,17,,,,,,,
598,adverb,ובכך,uvkhakh,and by this,34,2 × 17,2,17,,,,,,,
523,preposition,ובו,uvo,and in him / and in it,13,13,13,,,,,,,,
998,noun,ועדת,va'adat,the committee of / the commission of,480,2⁵ × 3 × 5,2⁵,3,5,,,,,,
1174,noun,וו,vav,hook,12,2² × 3,2²,3,,,,,,,
1136,conjunction,ואחר,ve'akher,and other (m.s.),221,13 × 17,13,17,,,,,,,
1433,conjunction/verb,ואמר,ve'amar,and said (m.s.),247,13 × 19,13,19,,,,,,,
511,conjunction/pronoun,ואני,ve'ani,and I / and me,67,67,67,,,,,,,,
525,adverb,ואז,ve'az,and then,13,13,13,,,,,,,,
1354,conjunction,ואין,ve'ein,and there is no,67,67,67,,,,,,,,
505,conjunction,ואילו,ve'ilu,whereas,52,2² × 13,2²,13,,,,,,,
1355,conjunction,ואם,ve'im,and if / and a mother,47,47,47,,,,,,,,
782,conjunction/verb,והיה,vehaya,and was (m.s.),31,31,31,,,,,,,,
1358,conjunction/verb,והיו,vehayu,and were,31,31,31,,,,,,,,
611,conjunction/pronoun,והם,vehem,and they,56,2³ × 7,2³,7,,,,,,,
551,conjunction/pronoun,והיא,vehi,and she,21,3 × 7,3,7,,,,,,,
504,adverb,וכך,vekhakh,and so,48,2⁴ × 3,2⁴,3,,,,,,,
427,conjunction,וכי,vekhi,if,36,2² × 3²,2²,3²,,,,,,,
644,conjunction,וכל,vekol,and all,66,2 × 3 × 11,2,3,11,,,,,,
850,conjunction,ורק,verak,and only,326,2 × 163,2,163,,,,,,,
997,conjunction,ושל,veshel,and of / and belongs to,336,2⁴ × 3 × 7,2⁴,3,7,,,,,,
899,conjunction/noun/adverb,ושם,veshem,and a name / and there,346,2 × 173,2,173,,,,,,,
1361,conjunction,ויש,veyesh,and there is / and one must,326,2 × 163,2,163,,,,,,,
575,adverb,ויותר,veyoter,and more,626,2 × 313,2,313,,,,,,,
1323,conjunction,וזה,veze,and this (m.),18,2 × 3²,2,3²,,,,,,,
939,conjunction,וזאת,vezot,and this (f.),422,2 × 211,2,211,,,,,,,
1293,noun,יער,ya'ar,forest,10+70+200 = 280,2³ * 5 * 7,2³,5,7,,,,,,
976,noun,יער,ya'ar,forest,280,2³ × 5 × 7,2³,5,7,,,,,,
615,verb,ידע,yada,knew (m.s.),84,2² × 3 × 7,2²,3,7,,,,,,
1090,adjective,יפה,yafe,pretty / good (m.s.),95,5 × 19,5,19,,,,,,,
1121,noun,יהדות,yahadut,Judaism,430,2 × 5 × 43,2,5,43,,,,,,
716,adjective,יחסי,yakhasi,relative,80,2⁴ × 5,2⁴,5,,,,,,,
1273,adjective,יחיד,yakhid,only / single / individual,28,2² × 7,2²,7,,,,,,,
886,verb,יכלו,yakhlu,could (pl.),65,5 × 13,5,13,,,,,,,
419,verb,יכולה,yakhola,can (f.s.),65,5 × 13,5,13,,,,,,,
961,verb,יכולת,yakholta,you could,465,3 × 5 × 31,3,5,31,,,,,,
1285,noun,ים,yam,sea,10+40+40 = 90,2 * 3² * 5,2,3²,5,,,,,,
1326,noun,ים,yam,sea,10+40+40 = 90,2 × 3² × 5,2,3²,5,,,,,,
1273,noun,ירח,yare'ach,moon,10+200+8+20 = 238,2 * 7 * 17,2,7,17,,,,,,
1321,verb,ישב,yashav,sat (m.s.),312,2³ × 3 × 13,2³,3,13,,,,,,
616,verb,יצאו,yats'u,went out / came out (pl.),127,127,127,,,,,,,,
655,verb,יצאה,yatsa,went out / came out (f.s.),106,2 × 53,2,53,,,,,,,
401,verb,יצא,yatsa,went out / came out (m.s.),101,101,101,,,,,,,,
841,verb,יצר,yatsar,created / made (m.s.),300,2² × 3 × 5²,2²,3,5²,,,,,,
1047,verb,יצרו,yatsru,created / made (pl.),316,2² × 79,2²,79,,,,,,,
1515,noun,יחידת,yekhidat,unit of / squad of,434,2 × 7 × 31,2,7,31,,,,,,
654,noun,ילדים,yeladim,children,104,2³ × 13,2³,13,,,,,,,
1574,noun,ילד,yeled,child (m.) / boy,44,2² × 11,2²,11,,,,,,,
1484,noun,ירייה,yeriya,shot,225,3² × 5²,3²,5²,,,,,,,
1357,verb,ישנה,yeshna,there is (f.s.),410,2 × 5 × 41,2,5,41,,,,,,
529,verb,ישנם,yeshnam,there are (m.),400,2⁴ × 5²,2⁴,5²,,,,,,,
656,noun,יתר,yeter,rest / remainder,610,2 × 5 × 61,2,5,61,,,,,,
1277,noun,יצירתו,yetsirato,his formation / his artistic work,676,2² × 13²,2²,13²,,,,,,,
993,noun,יצורים,yetsurim,creatures,666,2 × 3² × 37,2,3²,37,,,,,,
1304,noun,יבול,yevul,crop / yield,10+2+6+30 = 48,2⁴ × 3,2⁴,3,,,,,,,
1362,noun,ירקות,yirqot,vegetables,10+200+100+6+400+5 = 721,7 × 103,7,103,,,,,,,
955,verb,ייתכן,yitakhen,possible,90,2 × 3² × 5,2,3²,5,,,,,,
631,verb,יודע,yode'a,knows (m.s.),85,5 × 17,5,17,,,,,,,
1263,noun,יום,yom,day,10+6+40 = 56,2³ * 7,2³,7,,,,,,,
839,verb,יורק,yorek,spits,330,2 × 3 × 5 × 11,2,3,5,11,,,,,
1553,verb,יוצא,yotse,going out / coming out (m.s.),127,127,127,,,,,,,,
920,verb,זכתה,zakhta,won (f.s.),429,3 × 11 × 13,3,11,13,,,,,,
984,verb,זכו,zakhu,won (pl.),27,3³,3³,,,,,,,,
1168,adjective,זרים,zarim,foreign / strangers (m.pl.),247,13 × 19,13,19,,,,,,,
1141,noun,זאב,ze'ev,wolf,12,2² × 3,2²,3,,,,,,,
625,pronoun,זהו,zehu,this is (m.) / that's it,22,2 × 11,2,11,,,,,,,
1291,noun/verb/adjective,זכר,zekher,memory / remembered (m.s.) / male,227,227,227,,,,,,,,
1370,noun,זרעים,zera'im,seeds,7+200+1+10+40+10 = 268,2² × 67,2²,67,,,,,,,
1071,noun,זכות,zkhut,right / privilege,418,2 × 11 × 19,2,11,19,,,,,,
563,noun,זכויות,zkhuyot,rights / privileges,433,433,433,,,,,,,,
1306,noun,זריעה,zri'ah,planting / sowing,7+200+10+70+5 = 292,2² × 73,2²,73,,,,,,,
11,,ב,,,2,2 (prime),2,,,,,,,,
101,,רב,,Rabbi / fought (m.s.) / many / much,200 + 2 = 202,2 × 101,2,101,,,,,,,
54,,דבר,,,206,2 × 103,2,103,,,,,,,
161,,עצמו,,himself,ע=70 + צ=90 + מ=40 + ו=6 → 206,2 × 103,2,103,,,,,,,
591,,ברד,,hail,ב=2 + ר=200 + ד=4 → 206,2 × 103,2,103,,,,,,,
620,,ברד,,hailstone,ב=2 + ר=200 + ד=4 → 206,2 × 103,2,103,,,,,,,
337,,חיצוניים,,external (m.pl.),ח=8 + י=10 + צ=90 + ו=6 + נ=50 + י=10 + ם=40 → 214,2 × 107,2,107,,,,,,,
420,,רוח,,air / wind,ר=200 + ו=6 + ח=8 → 214,2 × 107,2,107,,,,,,,
547,,אזור,,region,א=1 + ז=7 + ו=6 + ר=200 → 214,2 × 107,2,107,,,,,,,
588,,רוח,,wind,ר=200 + ו=6 + ח=8 → 214,2 × 107,2,107,,,,,,,
448,,ירח,,moon,י=10 + ר=200 + ח=8 → 218,2 × 109,2,109,,,,,,,
698,,ירח,,moon,י=10 + ר=200 + ח=8 → 218,2 × 109,2,109,,,,,,,
28,,הייתה,,,22,2 × 11,2,11,,,,,,,
192,,והוא,,and he,ו=6 + ה=5 + ו=6 + ה=5 → 22,2 × 11,2,11,,,,,,,
249,,יחד,,together,י=10 + ח=8 + ד=4 → 22,2 × 11,2,11,,,,,,,
643,,ציקלון,,cyclone,צ=90 + י=10 + ק=100 + ל=30 + ו=6 + ן=50 → 286,2 × 11 × 13,2,11,13,,,,,,
685,,ציקלון,,cyclone,צ=90 + י=10 + ק=100 + ל=30 + ו=6 + ן=50 → 286,2 × 11 × 13,2,11,13,,,,,,
851,,מסה-אנרגיה,,mass-energy,מ=40 + ס=60 + ה=5 + א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 374,2 × 11 × 17,2,11,17,,,,,,
542,,תאגיד,,corporation,ת=400 + א=1 + ג=3 + י=10 + ד=4 → 418,2 × 11 × 19,2,11,19,,,,,,
855,,מערכת ייחוס,,frame of reference,מ=40 + ע=70 + ר=200 + כ=20 + ת=400 + י=10 + ח=8 + ו=6 + ס=60 → 814,2 × 11 × 37,2,11,37,,,,,,
139,,בדרך,,on the way,ב=2 + ד=4 + ר=200 + ך=20 → 226,2 × 113,2,113,,,,,,,
166,,בידיי / ידי / בידי,,in the hands of / in my hand / in my hands,ב=2 + י=10 + ד=4 + י=10 → 26,2 × 13,2,13,,,,,,,
203,,בלתי,,not / no / im- / in- / un- / dis- / except,ב=2 + ל=30 + ת=400 + י=10 → 442,2 × 13 × 17,2,13,17,,,,,,
334,,קבוצת,,group of,ק=100 + ב=2 + ו=6 + צ=90 + ת=400 → 598,2 × 13 × 23,2,13,23,,,,,,
839,,סטטיסטיקה,,statistics,ס=60 + ט=9 + ט=9 + י=10 + ס=60 + ט=9 + ק=100 + ה=5 → 262,2 × 131,2,131,,,,,,,
302,,הסרט,,the movie / the ribbon / strip,ה=5 + ס=60 + ר=200 + ט=9 → 274,2 × 137,2,137,,,,,,,
175,,עבור,,for,ע=70 + ב=2 + ו=6 + ר=200 → 278,2 × 139,2,139,,,,,,,
592,,ברק,,lightning,ב=2 + ר=200 + ק=100 → 302,2 × 151,2,151,,,,,,,
612,,ברק,,lightning strike,ב=2 + ר=200 + ק=100 → 302,2 × 151,2,151,,,,,,,
739,,חישוב,,calculation,ח=8 + י=10 + ש=300 + ו=6 + ב=2 → 326,2 × 163,2,163,,,,,,,
423,,חושך,,darkness,ח=8 + ו=6 + ש=300 + ך=20 → 334,2 × 167,2,167,,,,,,,
17,,אך,,,34,2 × 17,2,17,,,,,,,
195,,כוח,,power / force / strength,כ=20 + ו=6 + ח=8 → 34,2 × 17,2,17,,,,,,,
705,,כוח,,force,כ=20 + ו=6 + ח=8 → 34,2 × 17,2,17,,,,,,,
752,,כוח,,power,כ=20 + ו=6 + ח=8 → 34,2 × 17,2,17,,,,,,,
583,,הר געש,,volcano,ה=5 + ר=200 + ג=3 + ע=70 + ש=300 → 578,2 × 17 × 17,2,17,17,,,,,,
777,,החוק השלישי,,third law,ה=5 + ח=8 + ו=6 + ק=100 + ה=5 + ה=8 + ש=300 + ל=30 + י=10 + ש=300 + י=10 → 782,2 × 17 × 23,2,17,23,,,,,,
678,,הר געש,,volcano,ה=5 + ר=200 + ג=3 + ע=70 + ש=300 → 578,2 × 17²,2,17²,,,,,,,
381,,שבין,,that is between / that is among,ש=300 + ב=2 + י=10 + נ=50 → 362,2 × 181,2,181,,,,,,,
194,,בלבד,,only,ב=2 + ל=30 + ב=2 + ד=4 → 38,2 × 19,2,19,,,,,,,
352,,משום,,because,מ=40 + ש=300 + ו=6 + ם=40 → 386,2 × 193,2,193,,,,,,,
721,,פרמיון,,fermion,פ=80 + ר=200 + מ=40 + י=10 + ו=6 + ן=50 → 386,2 × 193,2,193,,,,,,,
798,,פרמיון,,fermion,פ=80 + ר=200 + מ=40 + י=10 + ו=6 + ן=50 → 386,2 × 193,2,193,,,,,,,
235,,עכשיו,,now,ע=70 + כ=20 + ש=300 + ו=6 + ב=2 → 398,2 × 199,2,199,,,,,,,
288,,כתב / כתב / כתב,,writing / wrote / reporter,כ=20 + ת=400 + ב=2 → 422,2 × 211,2,211,,,,,,,
93,,אותם,,them (m.),6 + 400 + 40 = 446,2 × 223,2,223,,,,,,,
415,,בתוך,,in / inside,ת=400 + ו=6 + כ=20 + ך=20 → 446,2 × 223,2,223,,,,,,,
425,,מות,,death,מ=40 + ו=6 + ת=400 → 446,2 × 223,2,223,,,,,,,
492,,תמיד,,always,ת=400 + מ=40 + י=10 + ד=4 → 454,2 × 227,2,227,,,,,,,
363,,האם / האם,,if / is it / whether / the mother,ה=5 + א=1 + מ=40 → 46,2 × 23,2,23,,,,,,,
460,,מאה,,century,מ=40 + א=1 + ה=5 → 46,2 × 23,2,23,,,,,,,
463,,מאה,,hundred,מ=40 + א=1 + ה=5 → 46,2 × 23,2,23,,,,,,,
474,,מאה,,hundredth,מ=40 + א=1 + ה=5 → 46,2 × 23,2,23,,,,,,,
508,,מאה,,century,מ=40 + א=1 + ה=5 → 46,2 × 23,2,23,,,,,,,
132,,מתוך,,out of / from,מ=40 + ת=400 + ו=6 + ך=20 → 466,2 × 233,2,233,,,,,,,
634,,סתיו,,autumn,ס=60 + ת=400 + ו=6 → 466,2 × 233,2,233,,,,,,,
523,,שבר,,fraction,ש=300 + ב=2 + ר=200 → 502,2 × 251,2,251,,,,,,,
709,,תאוצה,,acceleration,ת=400 + א=1 + ו=6 + צ=90 + ה=5 → 502,2 × 251,2,251,,,,,,,
748,,תאוצה,,acceleration,ת=400 + א=1 + ו=6 + צ=90 + ה=5 → 502,2 × 251,2,251,,,,,,,
785,,תאוצה,,acceleration,ת=400 + א=1 + ו=6 + צ=90 + ה=5 → 502,2 × 251,2,251,,,,,,,
819,,תאוצה,,acceleration,ת=400 + א=1 + ו=6 + צ=90 + ה=5 → 502,2 × 251,2,251,,,,,,,
858,,תאוצה,,acceleration,ת=400 + א=1 + ו=6 + צ=90 + ה=5 → 502,2 × 251,2,251,,,,,,,
872,,יעילות,,efficiency,י=10 + ע=70 + י=10 + ל=30 + ו=6 + ת=400 → 526,2 × 263,2,263,,,,,,,
760,,עבודה שבוצעה,,work done,ע=70 + ב=2 + ד=4 + ה=5 + ש=300 + ב=2 + ו=6 + צ=90 + ע=70 + ה=5 → 554,2 × 277,2,277,,,,,,,
82,,חלק,,,8 + 30 + 20 = 58,2 × 29,2,29,,,,,,,
291,,ביום / ביום / ביום,,on [day / date] / per day / during the day,ב=2 + י=10 + ו=6 + ם=40 → 58,2 × 29,2,29,,,,,,,
606,,לחץ,,pressure,ל=30 + ח=8 + ך=20 → 58,2 × 29,2,29,,,,,,,
15,,או,,,6,2 × 3,2,3,,,,,,,
55,,ו,,,6,2 × 3,2,3,,,,,,,
660,,מישורים,,plains,מ=40 + י=10 + ש=300 + ו=6 + ר=200 + י=10 + ם=40 → 606,2 × 3 × 101,2,3,101,,,,,,
282,,אינה,,is not / is not here (f.s.),א=1 + י=10 + נ=50 + ה=5 → 66,2 × 3 × 11,2,3,11,,,,,,
883,,הולכה,,conduction,ה=5 + ו=6 + ל=30 + כ=20 + ה=5 → 66,2 × 3 × 11,2,3,11,,,,,,
223,,שונות / שונות,,difference / variation / variance (stat.) / different / various (f.pl.),ש=300 + ו=6 + נ=50 + ו=6 + ת=400 → 762,2 × 3 × 127,2,3,127,,,,,,
586,,מבול,,flood,מ=40 + ב=2 + ו=6 + ל=30 → 78,2 × 3 × 13,2,3,13,,,,,,
642,,מבול,,flood,מ=40 + ב=2 + ו=6 + ל=30 → 78,2 × 3 × 13,2,3,13,,,,,,
687,,מבול,,flood,מ=40 + ב=2 + ו=6 + ל=30 → 78,2 × 3 × 13,2,3,13,,,,,,
14,,בין,,,102,2 × 3 × 17,2,3,17,,,,,,
310,,הזמן,,the time,ה=5 + ז=7 + מ=40 + ן=50 → 102,2 × 3 × 17,2,3,17,,,,,,
348,,המבנה,,the structure,ה=5 + מ=40 + ב=2 + נ=50 + ה=5 → 102,2 × 3 × 17,2,3,17,,,,,,
907,,שיווי תרמודינמי,,thermodynamic equilibrium,ש=300 + י=10 + ו=6 + י=10 + ת=400 + ר=200 + מ=40 + ו=6 + ד=4 + י=10 + נ=50 + מ=40 + י=10 → 1086,2 × 3 × 181,2,3,181,,,,,,
125,,המדינה,,the state,ה=5 + מ=40 + ד=4 + י=10 + נ=50 + ה=5 → 114,2 × 3 × 19,2,3,19,,,,,,
374,,עמד,,stood / was about to / endured / succeeded / insisted on (m.s.),ע=70 + מ=40 + ד=4 → 114,2 × 3 × 19,2,3,19,,,,,,
730,,חוק,,law,ח=8 + ו=6 + ק=100 → 114,2 × 3 × 19,2,3,19,,,,,,
772,,חוק,,law,ח=8 + ו=6 + ק=100 → 114,2 × 3 × 19,2,3,19,,,,,,
827,,חוק,,law,ח=8 + ו=6 + ק=100 → 114,2 × 3 × 19,2,3,19,,,,,,
481,,חלק,,some,ח=8 + ל=30 + ק=100 → 138,2 × 3 × 23,2,3,23,,,,,,
524,,חלק,,part,ח=8 + ל=30 + ק=100 → 138,2 × 3 × 23,2,3,23,,,,,,
757,,נפח,,volume,נ=50 + פ=80 + ח=8 → 138,2 × 3 × 23,2,3,23,,,,,,
823,,נפח,,volume,נ=50 + פ=80 + ח=8 → 138,2 × 3 × 23,2,3,23,,,,,,
196,,בבית / בבית / בבית,,at home / in the house / in a house / in the house of,ב=2 + ב=2 + י=10 + ת=400 → 414,2 × 3² × 23,2,3² ,23,,,,,,
246,,באותה,,in the same / at the same (f.s.),ב=2 + א=1 + ו=6 + ת=400 + ה=5 → 414,2 × 3² × 23,2,3² ,23,,,,,,
758,,צפיפות,,density,צ=90 + פ=80 + י=10 + פ=80 + ו=6 + ת=400 → 666,2 × 3² × 37,2,3² ,37,,,,,,
821,,צפיפות,,density,צ=90 + פ=80 + י=10 + פ=80 + ו=6 + ת=400 → 666,2 × 3² × 37,2,3² ,37,,,,,,
370,,קישורים,,links / the connections / the bindings,ק=100 + י=10 + ש=300 + ו=6 + ר=200 + י=10 + ם=40 → 666,2 × 3² × 37,2,3² ,37,,,,,,
123,,מקום,,place,מ=40 + ק=100 + ו=6 + ם=40 → 186,2 × 3 × 31,2,3,31,,,,,,
100,,כבר,,already,20 + 2 + 200 = 222,2 × 3 × 37,2,3,37,,,,,,
340,,ברחבי,,all over,ב=2 + ר=200 + ח=8 + ב=2 + י=10 → 222,2 × 3 × 37,2,3,37,,,,,,
120,,נוספים,,additional (m.pl.),נ=50 + ו=6 + ס=60 + פ=80 + י=10 + ם=40 → 246,2 × 3 × 41,2,3,41,,,,,,
160,,אמרה / אמרה,,said (f.s.) / phrase / fringe,א=1 + מ=40 + ר=200 + ה=5 → 246,2 × 3 × 41,2,3,41,,,,,,
560,,מדבר,,desert,מ=40 + ד=4 + ב=2 + ר=200 → 246,2 × 3 × 41,2,3,41,,,,,,
657,,מדבר,,desert,מ=40 + ד=4 + ב=2 + ר=200 → 246,2 × 3 × 41,2,3,41,,,,,,
168,,בעיר / בעיר,,in a city / in the city,ב=2 + ע=70 + י=10 + ר=200 → 282,2 × 3 × 47,2,3,47,,,,,,
22,,ל,,,30,2 × 3 × 5,2,3,5,,,,,,
22,,ל,,,30,2 × 3 × 5,2,3,5,,,,,,
314,,יהיה,,will be (m.s.),י=10 + ה=5 + י=10 + ה=5 → 30,2 × 3 × 5,2,3,5,,,,,,
421,,שמים,,heaven / sky,ש=300 + מ=40 + י=10 + ם=40 → 390,2 × 3 × 5 × 13,2,3,5,13,,,,,
446,,שמים,,sky,ש=300 + מ=40 + י=10 + ם=40 → 390,2 × 3 × 5 × 13,2,3,5,13,,,,,
604,,קריר,,cool,ק=100 + ר=200 + י=10 + ר=200 → 510,2 × 3 × 5 × 17,2,3,5,17,,,,,
462,,עשר,,ten,ע=70 + ש=300 + ר=200 → 570,2 × 3 × 5 × 19,2,3,5,19,,,,,
439,,חבר,,friend,ח=8 + ב=2 + ר=200 → 210,2 × 3 × 5 × 7,2,3,5,7,,,,,
559,,עמק,,valley,ע=70 + מ=40 + ק=100 → 210,2 × 3 × 5 × 7,2,3,5,7,,,,,
652,,עמק,,valley,ע=70 + מ=40 + ק=100 → 210,2 × 3 × 5 × 7,2,3,5,7,,,,,
344,,מינים,,kinds / species / genders,מ=40 + י=10 + נ=50 + י=10 + ם=40 → 150,2 × 3 × 5²,2,3,5²,,,,,,
394,,קודם,,earlier / former / previous (m.s.),ק=100 + ו=6 + ד=4 + ם=40 → 150,2 × 3 × 5²,2,3,5²,,,,,,
534,,מינים,,species,מ=40 + י=10 + נ=50 + י=10 + ם=40 → 150,2 × 3 × 5²,2,3,5²,,,,,,
538,,קהילה,,community,ק=100 + ה=5 + י=10 + ל=30 + ה=5 → 150,2 × 3 × 5²,2,3,5²,,,,,,
572,,מפל,,waterfall,מ=40 + פ=80 + ל=30 → 150,2 × 3 × 5²,2,3,5²,,,,,,
670,,מפל,,waterfall,מ=40 + פ=80 + ל=30 → 150,2 × 3 × 5²,2,3,5²,,,,,,
283,,שנת,,year [X] / year of,ש=300 + נ=50 + ת=400 → 750,2 × 3 × 5³,2,3,5³,,,,,,
458,,חודש,,month,ח=8 + ד=4 + ו=6 + ש=300 → 318,2 × 3 × 53,2,3,53,,,,,,
506,,חודש,,month,ח=8 + ד=4 + ו=6 + ש=300 → 318,2 × 3 × 53,2,3,53,,,,,,
704,,אנטי חומר,,antimatter,א=1 + נ=50 + ט=9 + י=10 + ח=8 + מ=40 + ר=200 → 318,2 × 3 × 53,2,3,53,,,,,,
711,,אינרציה,,inertia,א=1 + י=10 + נ=50 + ר=200 + צ=90 + י=10 + ה=5 → 366,2 × 3 × 61,2,3,61,,,,,,
434,,בת,,daughter,ב=2 + ת=400 → 402,2 × 3 × 67,2,3,67,,,,,,
856,,אינרציאלי,,inertial,א=1 + י=10 + נ=50 + ר=200 + צ=90 + י=10 + א=1 + ל=30 + י=10 → 402,2 × 3 × 67,2,3,67,,,,,,
47,,לו,,,42,2 × 3 × 7,2,3,7,,,,,,
47,,לו,,,42,2 × 3 × 7,2,3,7,,,,,,
56,,בכל,,,42,2 × 3 × 7,2,3,7,,,,,,
212,,בכך,,by this,ב=2 + כ=20 + ך=20 → 42,2 × 3 × 7,2,3,7,,,,,,
876,,עבודה שנעשתה,,work done,ע=70 + ב=2 + ד=4 + ה=5 + ש=300 + נ=50 + ע=70 + ש=300 + ת=400 + ה=5 → 1206,2 × 3 × 7 × 29,2,3,7,29,,,,,
133,,תוך,,inside / interior / content,ת=400 + ו=6 + ך=20 → 426,2 × 3 × 71,2,3,71,,,,,,
188,,בתוך,,inside,ת=400 + ו=6 + ך=20 → 426,2 × 3 × 71,2,3,71,,,,,,
635,,חורף,,winter,ח=8 + ו=6 + ר=200 + ף=80 → 294,2 × 3 × 7²,2,3,7²,,,,,,
385,,יחידות,,unit / squad / only / single (f.s.),י=10 + ח=8 + י=10 + ד=4 + ו=6 + ת=400 → 438,2 × 3 × 73,2,3,73,,,,,,
697,,כוכב לכת,,planet,כ=20 + ו=6 + כ=20 + ב=2 + ל=30 + כ=20 + ת=400 → 498,2 × 3 × 83,2,3,83,,,,,,
85,,בני,,,2 + 50 + 10 = 62,2 × 31,2,31,,,,,,,
728,,תאוריה,,theory,ת=400 + א=1 + ו=6 + ר=200 + י=10 + ה=5 → 622,2 × 311,2,311,,,,,,,
802,,תרכב,,compound,ת=400 + ר=200 + כ=20 + ב=2 → 622,2 × 311,2,311,,,,,,,
165,,בנוסף,,in addition,ב=2 + נ=50 + ו=6 + ס=60 + פ=80 → 198,2 × 3² × 11,2,3²,11,,,,,,
431,,אשה,,woman,א=1 + ש=300 + ה=5 → 306,2 × 3² × 17,2,3²,17,,,,,,
598,,כפור,,frost,כ=20 + פ=80 + ו=6 + ר=200 → 306,2 × 3² × 17,2,3²,17,,,,,,
602,,קור,,cold,ק=100 + ו=6 + ר=200 → 306,2 × 3² × 17,2,3²,17,,,,,,
617,,כפור,,frost,כ=20 + פ=80 + ו=6 + ר=200 → 306,2 × 3² × 17,2,3²,17,,,,,,
151,,בשם,,in the name of / called,ב=2 + ש=300 + ם=40 → 342,2 × 3² × 19,2,3²,19,,,,,,
608,,משב,,breeze,מ=40 + ש=300 + ב=2 → 342,2 × 3² × 19,2,3²,19,,,,,,
65,,מן,,,40 + 50 = 90,2 × 3² × 5,2,3²,5,,,,,,
71,,פי,,,80 + 10 = 90,2 × 3² × 5,2,3²,5,,,,,,
201,,מים,,water,מ=40 + י=10 + ם=40 → 90,2 × 3² × 5,2,3²,5,,,,,,
329,,מכל,,from all,מ=40 + כ=20 + ל=30 → 90,2 × 3² × 5,2,3²,5,,,,,,
388,,ידוע,,known,י=10 + ד=4 + ו=6 + ע=70 → 90,2 × 3² × 5,2,3²,5,,,,,,
417,,מים,,water,מ=40 + י=10 + ם=40 → 90,2 × 3² × 5,2,3²,5,,,,,,
428,,מלך,,king,מ=40 + ל=30 + כ=20 → 90,2 × 3² × 5,2,3²,5,,,,,,
350,,המכונה / המכונה,,the machine / that is called (m.s./f.s.),ה=5 + מ=40 + כ=20 + ו=6 + נ=50 + ה=5 → 126,2 × 3² × 7,2,3²,7,,,,,,
487,,נכון,,right / correct,נ=50 + כ=20 + ו=6 + ן=50 → 126,2 × 3² × 7,2,3²,7,,,,,,
518,,סכום,,sum,ס=60 + כ=20 + ו=6 + ם=40 → 126,2 × 3² × 7,2,3²,7,,,,,,
219,,מדי / מדי / מדי,,too / whenever / as often as / the uniform of,מ=40 + ד=4 + י=10 → 54,2 × 3³,2,3³,,,,,,,
580,,אגן,,basin,א=1 + ג=3 + ן=50 → 54,2 × 3³,2,3³,,,,,,,
427,,רע,,evil,ר=200 + ע=70 → 270,2 × 3³ × 5,2,3³,5,,,,,,
